component_id,component_layer,file_path,route_family,has_activation_triggers,has_input_contract,has_output_contract,has_upstream_pointer,has_downstream_pointer,has_quality_gate,has_fallback,has_validator_binding,has_lineage_fields,has_provider_boundary,depth_status,production_risk
A-404-media-package-assembler.skill,skill,skills/media_production/A-404-media-package-assembler.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
A-405-media-qa-validator,skill,skills/media_production/A-405-media-qa-validator.py,audio;context_engineering_packet;publishing;script,false,false,true,true,false,true,false,true,true,true,MISSING_IO_SCHEMA,HIGH
A-405-media-qa-validator.skill,skill,skills/media_production/A-405-media-qa-validator.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
SKL-PH3B-M-216-SHOT_LIST_GENERATOR,skill,skills/media_video/M-216-shot-list-generator.skill.md,platform;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3B-M-217-B_ROLL_SOURCING_STRATEGY,skill,skills/media_video/M-217-b-roll-sourcing-strategy.skill.md,editing;platform;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3B-M-218-VIDEO_EDITING_SCRIPT,skill,skills/media_video/M-218-video-editing-script.skill.md,editing;platform;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3B-M-219-COLOR_GRADING_BRIEF,skill,skills/media_video/M-219-color-grading-brief.skill.md,platform;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3B-M-220-SOUND_DESIGN_SPECIFICATIONS,skill,skills/media_video/M-220-sound-design-specifications.skill.md,audio;platform;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3B-M-221-MOTION_GRAPHICS_STORYBOARD,skill,skills/media_video/M-221-motion-graphics-storyboard.skill.md,platform;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3B-M-222-VIDEO_TRANSITIONS_OPTIMIZER,skill,skills/media_video/M-222-video-transitions-optimizer.skill.md,editing;platform;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3B-M-223-PACING_RHYTHM_EDITOR,skill,skills/media_video/M-223-pacing-rhythm-editor.skill.md,audio;editing;platform;script,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3B-M-224-TITLE_CARD_GENERATOR,skill,skills/media_video/M-224-title-card-generator.skill.md,platform;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3B-M-225-THUMBNAIL_DESIGNER,skill,skills/media_video/M-225-thumbnail-designer.skill.md,platform;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3B-M-226-VIDEO_SEO_OPTIMIZER,skill,skills/media_video/M-226-video-seo-optimizer.skill.md,platform;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3B-M-227-CAPTIONS_SUBTITLE_GENERATOR,skill,skills/media_video/M-227-captions-subtitle-generator.skill.md,platform;script;video;voice,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3B-M-228-MULTI_ANGLE_CUT_STRATEGY,skill,skills/media_video/M-228-multi-angle-cut-strategy.skill.md,editing;platform;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3B-M-229-VIDEO_PERFORMANCE_PREDICTOR,skill,skills/media_video/M-229-video-performance-predictor.skill.md,platform;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3B-M-230-PLATFORM_SPECIFIC_VIDEO_ADAPTER,skill,skills/media_video/M-230-platform-specific-video-adapter.skill.md,audio;platform;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-151-empire-expansion-layer,skill,skills/operations/M-151-empire-expansion-layer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-151_Empire_Expansion_Layer,skill,skills/operations/M-151-empire-expansion-layer.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-152-channel-discovery-engine,skill,skills/operations/M-152-channel-discovery-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-152_Channel_Discovery_Engine,skill,skills/operations/M-152-channel-discovery-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-153-niche-profitability-analyzer,skill,skills/operations/M-153-niche-profitability-analyzer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-153_Niche_Profitability_Analyzer,skill,skills/operations/M-153-niche-profitability-analyzer.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-154-channel-launch-architect,skill,skills/operations/M-154-channel-launch-architect.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-154_Channel_Launch_Architect,skill,skills/operations/M-154-channel-launch-architect.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-155-brand-identity-engine,skill,skills/operations/M-155-brand-identity-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-155_Brand_Identity_Engine,skill,skills/operations/M-155-brand-identity-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-156-audience-persona-generator,skill,skills/operations/M-156-audience-persona-generator.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-156_Audience_Persona_Generator,skill,skills/operations/M-156-audience-persona-generator.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-157-content-strategy-replicator,skill,skills/operations/M-157-content-strategy-replicator.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-157_Content_Strategy_Replicator,skill,skills/operations/M-157-content-strategy-replicator.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-158-content-calendar-engine,skill,skills/operations/M-158-content-calendar-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-158_Content_Calendar_Engine,skill,skills/operations/M-158-content-calendar-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-159-production-capacity-planner,skill,skills/operations/M-159-production-capacity-planner.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-159_Production_Capacity_Planner,skill,skills/operations/M-159-production-capacity-planner.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-160-creator-clone-system,skill,skills/operations/M-160-creator-clone-system.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-160_Creator_Clone_System,skill,skills/operations/M-160-creator-clone-system.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-161-personality-mapping-engine,skill,skills/operations/M-161-personality-mapping-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-161_Personality_Mapping_Engine,skill,skills/operations/M-161-personality-mapping-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-162-voice-identity-cloner,skill,skills/operations/M-162-voice-identity-cloner.py,voice,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-162_Voice_Identity_Cloner,skill,skills/operations/M-162-voice-identity-cloner.skill.md,script;voice,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-163-speech-emotion-engine,skill,skills/operations/M-163-speech-emotion-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-163_Speech_Emotion_Engine,skill,skills/operations/M-163-speech-emotion-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-164-character-behavior-engine,skill,skills/operations/M-164-character-behavior-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-164_Character_Behavior_Engine,skill,skills/operations/M-164-character-behavior-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-165-dialogue-style-generator,skill,skills/operations/M-165-dialogue-style-generator.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-165_Dialogue_Style_Generator,skill,skills/operations/M-165-dialogue-style-generator.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-166-creator-identity-manager,skill,skills/operations/M-166-creator-identity-manager.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-166_Creator_Identity_Manager,skill,skills/operations/M-166-creator-identity-manager.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-167-reputation-control-engine,skill,skills/operations/M-167-reputation-control-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-167_Reputation_Control_Engine,skill,skills/operations/M-167-reputation-control-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-168-content-factory-controller,skill,skills/operations/M-168-content-factory-controller.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-168_Content_Factory_Controller,skill,skills/operations/M-168-content-factory-controller.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-169-topic-generation-engine,skill,skills/operations/M-169-topic-generation-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-169_Topic_Generation_Engine,skill,skills/operations/M-169-topic-generation-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-170-research-automation-engine,skill,skills/operations/M-170-research-automation-engine.py,research,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-170_Research_Automation_Engine,skill,skills/operations/M-170-research-automation-engine.skill.md,research;script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-171-knowledge-graph-builder,skill,skills/operations/M-171-knowledge-graph-builder.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-171_Knowledge_Graph_Builder,skill,skills/operations/M-171-knowledge-graph-builder.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-172-insight-extraction-engine,skill,skills/operations/M-172-insight-extraction-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-172_Insight_Extraction_Engine,skill,skills/operations/M-172-insight-extraction-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-173-script-automation-engine,skill,skills/operations/M-173-script-automation-engine.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-173_Script_Automation_Engine,skill,skills/operations/M-173-script-automation-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-174-visual-asset-generator,skill,skills/operations/M-174-visual-asset-generator.py,image_generation,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-174_Visual_Asset_Generator,skill,skills/operations/M-174-visual-asset-generator.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-175-video-assembly-engine,skill,skills/operations/M-175-video-assembly-engine.py,video,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-175_Video_Assembly_Engine,skill,skills/operations/M-175-video-assembly-engine.skill.md,script;video,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-176-post-production-automation,skill,skills/operations/M-176-post-production-automation.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-176_Post_Production_Automation,skill,skills/operations/M-176-post-production-automation.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-177-performance-tracking-engine,skill,skills/operations/M-177-performance-tracking-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-177_Performance_Tracking_Engine,skill,skills/operations/M-177-performance-tracking-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-178-channel-benchmark-engine,skill,skills/operations/M-178-channel-benchmark-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-178_Channel_Benchmark_Engine,skill,skills/operations/M-178-channel-benchmark-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-179-competitive-intelligence-engine,skill,skills/operations/M-179-competitive-intelligence-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-179_Competitive_Intelligence_Engine,skill,skills/operations/M-179-competitive-intelligence-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-180-strategy-adaptation-engine,skill,skills/operations/M-180-strategy-adaptation-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-180_Strategy_Adaptation_Engine,skill,skills/operations/M-180-strategy-adaptation-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
D-501-platform-metadata-generator,skill,skills/publishing/D-501-platform-metadata-generator.py,platform;publishing;script,false,false,true,true,true,false,false,true,true,true,MISSING_IO_SCHEMA,HIGH
D-501-platform-metadata-generator.skill,skill,skills/publishing/D-501-platform-metadata-generator.skill.md,platform;publishing;script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
D-502-seo-optimization-specialist,skill,skills/publishing/D-502-seo-optimization-specialist.py,platform;publishing,false,false,true,true,true,false,true,true,true,true,MISSING_IO_SCHEMA,HIGH
D-502-seo-optimization-specialist.skill,skill,skills/publishing/D-502-seo-optimization-specialist.skill.md,publishing;script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
D-503-publish-readiness-checker,skill,skills/publishing/D-503-publish-readiness-checker.py,platform;publishing,false,false,true,true,true,true,true,true,true,true,MISSING_IO_SCHEMA,HIGH
D-503-publish-readiness-checker.skill,skill,skills/publishing/D-503-publish-readiness-checker.skill.md,publishing;script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
M-009-knowledge-source-collector,skill,skills/research_intelligence/M-009-knowledge-source-collector.py,research,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-009_Knowledge_Source_Collector,skill,skills/research_intelligence/M-009-knowledge-source-collector.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-010-source-credibility-validator,skill,skills/research_intelligence/M-010-source-credibility-validator.py,research,false,false,true,false,false,false,false,true,false,false,MISSING_IO_SCHEMA,HIGH
M-010_Source_Credibility_Validator,skill,skills/research_intelligence/M-010-source-credibility-validator.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-011-knowledge-dossier-builder,skill,skills/research_intelligence/M-011-knowledge-dossier-builder.py,research,false,false,true,false,false,false,false,false,true,false,MISSING_IO_SCHEMA,HIGH
M-011_Knowledge_Dossier_Builder,skill,skills/research_intelligence/M-011-knowledge-dossier-builder.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-020-knowledge-summarization-engine,skill,skills/research_intelligence/M-020-knowledge-summarization-engine.py,research,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-020_Knowledge_Summarization_Engine,skill,skills/research_intelligence/M-020-knowledge-summarization-engine.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-021-fact-cross-verification-unit,skill,skills/research_intelligence/M-021-fact-cross-verification-unit.py,research,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-021-fact-cross-verification-unit.skill,skill,skills/research_intelligence/M-021-fact-cross-verification-unit.skill.md,research,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-022-knowledge-graph-builder,skill,skills/research_intelligence/M-022-knowledge-graph-builder.py,research,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-022-knowledge-graph-builder.skill,skill,skills/research_intelligence/M-022-knowledge-graph-builder.skill.md,research,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-025-research-archive-manager,skill,skills/research_intelligence/M-025-research-archive-manager.py,research,false,false,true,false,false,false,false,false,false,false,HISTORICAL_ONLY,LOW
M-025-research-archive-manager.skill,skill,skills/research_intelligence/M-025-research-archive-manager.skill.md,research,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
S-201-hook-optimizer,skill,skills/script_intelligence/S-201-hook-optimizer.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-201-hook-optimizer.skill,skill,skills/script_intelligence/S-201-hook-optimizer.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-201-research-to-script-brief,skill,skills/script_intelligence/S-201-research-to-script-brief.py,research;script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-201-research-to-script-brief.skill,skill,skills/script_intelligence/S-201-research-to-script-brief.skill.md,research;script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-202-first-draft-generation,skill,skills/script_intelligence/S-202-first-draft-generation.py,script,false,false,true,false,false,false,false,false,true,false,MISSING_IO_SCHEMA,HIGH
S-202-first-draft-generation.skill,skill,skills/script_intelligence/S-202-first-draft-generation.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-202-structure-designer,skill,skills/script_intelligence/S-202-structure-designer.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-202-structure-designer.skill,skill,skills/script_intelligence/S-202-structure-designer.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-203-hook-structure-audit,skill,skills/script_intelligence/S-203-hook-structure-audit.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-203-hook-structure-audit.skill,skill,skills/script_intelligence/S-203-hook-structure-audit.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-203-retention-engineer,skill,skills/script_intelligence/S-203-retention-engineer.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-203-retention-engineer.skill,skill,skills/script_intelligence/S-203-retention-engineer.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-204-clarity-enhancer,skill,skills/script_intelligence/S-204-clarity-enhancer.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-204-clarity-enhancer.skill,skill,skills/script_intelligence/S-204-clarity-enhancer.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-204-narrative-logic-audit,skill,skills/script_intelligence/S-204-narrative-logic-audit.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-204-narrative-logic-audit.skill,skill,skills/script_intelligence/S-204-narrative-logic-audit.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-205-evidence-aligner,skill,skills/script_intelligence/S-205-evidence-aligner.py,script,false,false,true,false,false,false,false,false,true,false,MISSING_IO_SCHEMA,HIGH
S-205-evidence-aligner.skill,skill,skills/script_intelligence/S-205-evidence-aligner.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-205-voice-tone-refinement,skill,skills/script_intelligence/S-205-voice-tone-refinement.py,script;voice,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-205-voice-tone-refinement.skill,skill,skills/script_intelligence/S-205-voice-tone-refinement.skill.md,script;voice,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-206-clarity-retention-refinement,skill,skills/script_intelligence/S-206-clarity-retention-refinement.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-206-clarity-retention-refinement.skill,skill,skills/script_intelligence/S-206-clarity-retention-refinement.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-206-emotion-amplifier,skill,skills/script_intelligence/S-206-emotion-amplifier.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-206-emotion-amplifier.skill,skill,skills/script_intelligence/S-206-emotion-amplifier.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-207-conflict-intensity-booster,skill,skills/script_intelligence/S-207-conflict-intensity-booster.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-207-conflict-intensity-booster.skill,skill,skills/script_intelligence/S-207-conflict-intensity-booster.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-207-narrative-flow-optimizer,skill,skills/script_intelligence/S-207-narrative-flow-optimizer.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-207-narrative-flow-optimizer.skill,skill,skills/script_intelligence/S-207-narrative-flow-optimizer.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-208-governance-safety-checker,skill,skills/script_intelligence/S-208-governance-safety-checker.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-208-governance-safety-checker.skill,skill,skills/script_intelligence/S-208-governance-safety-checker.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-208-policy-risk-screen,skill,skills/script_intelligence/S-208-policy-risk-screen.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-208-policy-risk-screen.skill,skill,skills/script_intelligence/S-208-policy-risk-screen.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-209-audience-alignment-mapper,skill,skills/script_intelligence/S-209-audience-alignment-mapper.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-209-audience-alignment-mapper.skill,skill,skills/script_intelligence/S-209-audience-alignment-mapper.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-209-emotional-rhythm-tuning,skill,skills/script_intelligence/S-209-emotional-rhythm-tuning.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-209-emotional-rhythm-tuning.skill,skill,skills/script_intelligence/S-209-emotional-rhythm-tuning.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-210-final-script-packager,skill,skills/script_intelligence/S-210-final-script-packager.py,script;script_refinement,false,false,true,false,false,false,false,false,true,false,MISSING_IO_SCHEMA,HIGH
S-210-final-script-packager.skill,skill,skills/script_intelligence/S-210-final-script-packager.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
S-210-script-compression-engine,skill,skills/script_intelligence/S-210-script-compression-engine.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
S-210-script-compression-engine.skill,skill,skills/script_intelligence/S-210-script-compression-engine.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
M-026-title-engineer,skill,skills/script_intelligence_army/M-026-title-engineer.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-026-title-engineer.skill,skill,skills/script_intelligence_army/M-026-title-engineer.skill.md,research;script,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-027-seo-architect,skill,skills/script_intelligence_army/M-027-seo-architect.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-027-seo-architect.skill,skill,skills/script_intelligence_army/M-027-seo-architect.skill.md,research;script,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-028-metadata-builder,skill,skills/script_intelligence_army/M-028-metadata-builder.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-028-metadata-builder.skill,skill,skills/script_intelligence_army/M-028-metadata-builder.skill.md,research;script,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-029-audience-analyzer,skill,skills/script_intelligence_army/M-029-audience-analyzer.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-029-audience-analyzer.skill,skill,skills/script_intelligence_army/M-029-audience-analyzer.skill.md,research;script,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-030-engagement-predictor,skill,skills/script_intelligence_army/M-030-engagement-predictor.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-030-engagement-predictor.skill,skill,skills/script_intelligence_army/M-030-engagement-predictor.skill.md,research;script,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
M-031-mrbeast-hook-system,skill,skills/script_intelligence_army/M-031-mrbeast-hook-system.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-031_Mrbeast_Hook_System,skill,skills/script_intelligence_army/M-031-mrbeast-hook-system.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-032-pattern-interrupt-engine,skill,skills/script_intelligence_army/M-032-pattern-interrupt-engine.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-032_Pattern_Interrupt_Engine,skill,skills/script_intelligence_army/M-032-pattern-interrupt-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-033-curiosity-gap-generator,skill,skills/script_intelligence_army/M-033-curiosity-gap-generator.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-033_Curiosity_Gap_Generator,skill,skills/script_intelligence_army/M-033-curiosity-gap-generator.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-034-micro-cliffhanger-engine,skill,skills/script_intelligence_army/M-034-micro-cliffhanger-engine.py,script,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
